38.393,40.593, So take a look at that.,,2025-06-04T16:03:06.587220,Danny Schaefer,2025-06-04T16:01:37.981330+00:00,2025-06-04T16:01:40.181330+00:00
40.593,45.593," It's got basically, it provides, I'll send it in the chat.",,2025-06-04T16:03:06.587454,Danny Schaefer,2025-06-04T16:01:40.181330+00:00,2025-06-04T16:01:45.181330+00:00
45.593,50.533," It provides, I'll send it in the chat,",,2025-06-04T16:03:16.594343,Danny Schaefer,2025-06-04T16:01:45.181330+00:00,2025-06-04T16:01:50.121330+00:00
50.533,58.693, Provides a pretty cool service where it's ultimately you know the kind of note-taker for team meetings all-hands meetings,,2025-06-04T16:03:16.594057,Danny Schaefer,2025-06-04T16:01:50.121330+00:00,2025-06-04T16:01:58.281330+00:00
50.673,51.081, Provides.,,2025-06-04T16:02:26.535206,,2025-06-04T16:01:50.261330+00:00,2025-06-04T16:01:50.669330+00:00
58.693,60.693, You know things along these lines,,2025-06-04T16:03:26.607925,,2025-06-04T16:01:58.281330+00:00,2025-06-04T16:02:00.281330+00:00
60.713,70.563, And from what I gather is they couple the call logs for team meetings and what have,,2025-06-04T16:03:26.607017,Danny Schaefer,2025-06-04T16:02:00.301330+00:00,2025-06-04T16:02:10.151330+00:00
70.563,78.043, you with a kind of coaching platform. So pretty interesting application. We've,,2025-06-04T16:03:26.608082,Danny Schaefer,2025-06-04T16:02:10.151330+00:00,2025-06-04T16:02:17.631330+00:00
78.043,81.803, We've actually got a call with them later this afternoon.,,2025-06-04T16:03:26.608238,Danny Schaefer,2025-06-04T16:02:17.631330+00:00,2025-06-04T16:02:21.391330+00:00
81.803,82.194, They're part-,,2025-06-04T16:03:26.606862,Danny Schaefer,2025-06-04T16:02:21.391330+00:00,2025-06-04T16:02:21.782330+00:00
82.194,84.194, You know private equity fund as well,,2025-06-04T16:03:26.606452,Danny Schaefer,2025-06-04T16:02:21.782330+00:00,2025-06-04T16:02:23.782330+00:00
84.194,89.714, but kind of interesting application for the for the conversation you know,,2025-06-04T16:03:36.622377,Danny Schaefer,2025-06-04T16:02:23.782330+00:00,2025-06-04T16:02:29.302330+00:00
84.674,85.352, but,,2025-06-04T16:02:56.580158,Danny Schaefer,2025-06-04T16:02:24.262330+00:00,2025-06-04T16:02:24.940330+00:00
86.803,82.194, ...,,2025-06-04T16:02:56.580929,,2025-06-04T16:02:26.391330+00:00,2025-06-04T16:02:21.782330+00:00
89.714,94.794," translating tools that are really just working to help, you know, address company culture,",,2025-06-04T16:03:46.635338,Danny Schaefer,2025-06-04T16:02:29.302330+00:00,2025-06-04T16:02:34.382330+00:00
94.794,102.674," you know, implement rocks and what have you for things like the EOS methodology, you know,",,2025-06-04T16:03:56.640684,Danny Schaefer,2025-06-04T16:02:34.382330+00:00,2025-06-04T16:02:42.262330+00:00
102.674,103.514, Pretty.,,2025-06-04T16:03:56.640485,Dmitriy Grankin,2025-06-04T16:02:42.262330+00:00,2025-06-04T16:02:43.102330+00:00
103.514,107.414," Tell me, have you shared this with me, the link?",,2025-06-04T16:03:56.641366,Danny Schaefer,2025-06-04T16:02:43.102330+00:00,2025-06-04T16:02:47.002330+00:00
107.414,108.694," Yeah, it should be there.",,2025-06-04T16:03:56.641225,,2025-06-04T16:02:47.002330+00:00,2025-06-04T16:02:48.282330+00:00
108.694,109.694, Yep.,,2025-06-04T16:04:06.655193,Danny Schaefer,2025-06-04T16:02:48.282330+00:00,2025-06-04T16:02:49.282330+00:00
109.694,111.694, Where is that?,,2025-06-04T16:04:06.654977,Danny Schaefer,2025-06-04T16:02:49.282330+00:00,2025-06-04T16:02:51.282330+00:00
111.694,112.534, Just imagine.,,2025-06-04T16:04:16.668276,Dmitriy Grankin,2025-06-04T16:02:51.282330+00:00,2025-06-04T16:02:52.122330+00:00
112.534,115.134," Yeah, yeah, I can see it now.",,2025-06-04T16:04:16.668532,Danny Schaefer,2025-06-04T16:02:52.122330+00:00,2025-06-04T16:02:54.722330+00:00
115.134,117.984, Okay,,2025-06-04T16:04:26.690007,Dmitriy Grankin,2025-06-04T16:02:54.722330+00:00,2025-06-04T16:02:57.572330+00:00
115.984,117.984, Okay,,2025-06-04T16:03:36.622562,Dmitriy Grankin,2025-06-04T16:02:55.572330+00:00,2025-06-04T16:02:57.572330+00:00
122.502,132.502," Okay, so it requires redefined coaching for purpose-driven leaders in teams with an AI-powered approach.",,2025-06-04T16:04:26.689799,Dmitriy Grankin,2025-06-04T16:03:02.090330+00:00,2025-06-04T16:03:12.090330+00:00
132.502,137.542, So what they do is that they listen to conversation and do some coaching,,2025-06-04T16:04:36.703246,Dmitriy Grankin,2025-06-04T16:03:12.090330+00:00,2025-06-04T16:03:17.130330+00:00
137.542,138.382, Mm-hmm.,,2025-06-04T16:04:46.716283,Danny Schaefer,2025-06-04T16:03:17.130330+00:00,2025-06-04T16:03:17.970330+00:00
138.062,139.034, Mm-hmm. Yep,,2025-06-04T16:03:56.641497,Danny Schaefer,2025-06-04T16:03:17.650330+00:00,2025-06-04T16:03:18.622330+00:00
138.382,139.382, Yep.,,2025-06-04T16:04:46.716009,Danny Schaefer,2025-06-04T16:03:17.970330+00:00,2025-06-04T16:03:18.970330+00:00
139.382,145.142," the conversations, kind of see where people are struggling, and then have a kind of coaching platform, you know, to",,2025-06-04T16:05:06.733285,Danny Schaefer,2025-06-04T16:03:18.970330+00:00,2025-06-04T16:03:24.730330+00:00
145.142,147.582," address some of those things, communication, chat, chat,",,2025-06-04T16:05:06.733078,Danny Schaefer,2025-06-04T16:03:24.730330+00:00,2025-06-04T16:03:27.170330+00:00
147.582,152.862," challenges, goal setting, how to walk people through, how to set smart goals, these kinds",,2025-06-04T16:05:26.748884,Danny Schaefer,2025-06-04T16:03:27.170330+00:00,2025-06-04T16:03:32.450330+00:00
152.862,158.102," of components, which I thought was pretty fascinating.",,2025-06-04T16:05:26.749090,Danny Schaefer,2025-06-04T16:03:32.450330+00:00,2025-06-04T16:03:37.690330+00:00
158.102,166.502," Yeah, there is a crazy number of use cases for transcripts.",,2025-06-04T16:05:36.756708,Dmitriy Grankin,2025-06-04T16:03:37.690330+00:00,2025-06-04T16:03:46.090330+00:00
166.502,167.502, Absolutely.,,2025-06-04T16:05:36.757114,Dmitriy Grankin,2025-06-04T16:03:46.090330+00:00,2025-06-04T16:03:47.090330+00:00
167.502,173.502, incredible and that's actually why I decided to move to the infrastructure,,2025-06-04T16:05:36.756959,Dmitriy Grankin,2025-06-04T16:03:47.090330+00:00,2025-06-04T16:03:53.090330+00:00
173.502,184.062, because it's like it's growing really fast and people like it's got their,,2025-06-04T16:05:46.769977,Dmitriy Grankin,2025-06-04T16:03:53.090330+00:00,2025-06-04T16:04:03.650330+00:00
184.062,187.582, They are crazy imagination and they are crazy use case.,,2025-06-04T16:05:46.769649,Dmitriy Grankin,2025-06-04T16:04:03.650330+00:00,2025-06-04T16:04:07.170330+00:00
187.582,191.662," Their domain expertise, what is most importantly,",,2025-06-04T16:05:46.769836,Dmitriy Grankin,2025-06-04T16:04:07.170330+00:00,2025-06-04T16:04:11.250330+00:00
191.662,199.662, that they know exactly what they want sometimes but they don't have you know these resources to,,2025-06-04T16:05:56.783007,Danny Schaefer,2025-06-04T16:04:11.250330+00:00,2025-06-04T16:04:19.250330+00:00
199.662,211.742, build something for six months just to get an infrastructure layer. So for example yesterday,,2025-06-04T16:05:56.782762,Dmitriy Grankin,2025-06-04T16:04:19.250330+00:00,2025-06-04T16:04:31.330330+00:00
211.742,222.862, someone just told me that they got a use case so that they take a transcript and they put,,2025-06-04T16:06:16.808434,Dmitriy Grankin,2025-06-04T16:04:31.330330+00:00,2025-06-04T16:04:42.450330+00:00
222.862,235.462," into this Google Notebook ML, which converts it into a podcast, for example.",,2025-06-04T16:06:26.815212,Danny Schaefer,2025-06-04T16:04:42.450330+00:00,2025-06-04T16:04:55.050330+00:00
235.462,239.462, something really niche. And I tried it myself and actually the,,2025-06-04T16:06:26.815062,,2025-06-04T16:04:55.050330+00:00,2025-06-04T16:04:59.050330+00:00
239.462,244.222," the podcast was really, really great.",,2025-06-04T16:06:26.815376,Dmitriy Grankin,2025-06-04T16:04:59.050330+00:00,2025-06-04T16:05:03.810330+00:00
244.222,245.382, That's crazy.,,2025-06-04T16:06:26.814474,Dmitriy Grankin,2025-06-04T16:05:03.810330+00:00,2025-06-04T16:05:04.970330+00:00
245.382,246.742, Yeah.,,2025-06-04T16:06:26.814298,Dmitriy Grankin,2025-06-04T16:05:04.970330+00:00,2025-06-04T16:05:06.330330+00:00
246.742,250.642, some of the kind of like avatar type approaches,,2025-06-04T16:06:26.814052,Danny Schaefer,2025-06-04T16:05:06.330330+00:00,2025-06-04T16:05:10.230330+00:00
250.642,252.782, that could take text and have a human speak.,,2025-06-04T16:06:36.829700,,2025-06-04T16:05:10.230330+00:00,2025-06-04T16:05:12.370330+00:00
252.782,256.702," I've seen a few of those, those are pretty fascinating for sure.",,2025-06-04T16:06:36.828955,Danny Schaefer,2025-06-04T16:05:12.370330+00:00,2025-06-04T16:05:16.290330+00:00
256.702,263.702," Yeah, and actually, what does Google Notebook do?",,2025-06-04T16:06:36.829141,Dmitriy Grankin,2025-06-04T16:05:16.290330+00:00,2025-06-04T16:05:23.290330+00:00
263.702,273.182, They are enriching the information by searching around the topics covered.,,2025-06-04T16:07:06.842040,Dmitriy Grankin,2025-06-04T16:05:23.290330+00:00,2025-06-04T16:05:32.770330+00:00
273.182,280.322," So it becomes really great, and it's a better language,",,2025-06-04T16:07:06.842314,Dmitriy Grankin,2025-06-04T16:05:32.770330+00:00,2025-06-04T16:05:39.910330+00:00
280.322,283.462, like better voices.,,2025-06-04T16:07:16.853442,Danny Schaefer,2025-06-04T16:05:39.910330+00:00,2025-06-04T16:05:43.050330+00:00
283.462,289.302," Yeah, so the API layer is something",,2025-06-04T16:07:16.853260,Dmitriy Grankin,2025-06-04T16:05:43.050330+00:00,2025-06-04T16:05:48.890330+00:00
289.302,292.462," that's really appreciated in the market,",,2025-06-04T16:07:26.866706,Dmitriy Grankin,2025-06-04T16:05:48.890330+00:00,2025-06-04T16:05:52.050330+00:00
292.462,294.742, especially when it's open source.,,2025-06-04T16:07:26.866461,Dmitriy Grankin,2025-06-04T16:05:52.050330+00:00,2025-06-04T16:05:54.330330+00:00
294.742,295.862, Yeah.,,2025-06-04T16:07:26.866876,Danny Schaefer,2025-06-04T16:05:54.330330+00:00,2025-06-04T16:05:55.450330+00:00
295.862,297.662, Absolutely.,,2025-06-04T16:07:36.899242,Danny Schaefer,2025-06-04T16:05:55.450330+00:00,2025-06-04T16:05:57.250330+00:00
297.662,299.782," Yeah, and I'm looking at your kind of discord,",,2025-06-04T16:07:46.911864,,2025-06-04T16:05:57.250330+00:00,2025-06-04T16:05:59.370330+00:00
299.782,304.782, just seeing all the creative use cases as you mentioned.,,2025-06-04T16:07:46.911066,Danny Schaefer,2025-06-04T16:05:59.370330+00:00,2025-06-04T16:06:04.370330+00:00
304.922,318.802," Yeah, the last Monday I took initiative to do a wipe coding seminar for writing a use",,2025-06-04T16:07:46.910869,Dmitriy Grankin,2025-06-04T16:06:04.510330+00:00,2025-06-04T16:06:18.390330+00:00
306.182,306.58, Yeah.,,2025-06-04T16:06:36.830335,,2025-06-04T16:06:05.770330+00:00,2025-06-04T16:06:06.168330+00:00
318.802,328.222," case in two hours, which is sending the bot automatically to the Google Meet and searching",,2025-06-04T16:07:56.925868,Dmitriy Grankin,2025-06-04T16:06:18.390330+00:00,2025-06-04T16:06:27.810330+00:00
328.222,338.662, for contacts on HubSpot so that you would assign your Google Meet conversation to specific,,2025-06-04T16:07:56.926244,Dmitriy Grankin,2025-06-04T16:06:27.810330+00:00,2025-06-04T16:06:38.250330+00:00
338.662,342.942, Contacts there and it and it would send the,,2025-06-04T16:07:56.926050,Danny Schaefer,2025-06-04T16:06:38.250330+00:00,2025-06-04T16:06:42.530330+00:00
342.942,347.942," the transcript to HubSpot and HubSpot's already got,",,2025-06-04T16:08:06.941268,Dmitriy Grankin,2025-06-04T16:06:42.530330+00:00,2025-06-04T16:06:47.530330+00:00
343.822,345.402, transcript to,,2025-06-04T16:07:16.853063,Dmitriy Grankin,2025-06-04T16:06:43.410330+00:00,2025-06-04T16:06:44.990330+00:00
347.942,352.942, but it's already AI native right now.,,2025-06-04T16:08:06.941762,Dmitriy Grankin,2025-06-04T16:06:47.530330+00:00,2025-06-04T16:06:52.530330+00:00
350.382,350.975, it's all.,,2025-06-04T16:07:26.867488,,2025-06-04T16:06:49.970330+00:00,2025-06-04T16:06:50.563330+00:00
353.262,354.082, Yeah.,,2025-06-04T16:08:06.941624,Dmitriy Grankin,2025-06-04T16:06:52.850330+00:00,2025-06-04T16:06:53.670330+00:00
354.082,362.042," ready right now, so that it essentially is able to extract valuable information",,2025-06-04T16:08:06.941482,Dmitriy Grankin,2025-06-04T16:06:53.670330+00:00,2025-06-04T16:07:01.630330+00:00
362.042,370.562, structure it at least it works right now it and I'm sure it will be just get,,2025-06-04T16:08:16.955538,Dmitriy Grankin,2025-06-04T16:07:01.630330+00:00,2025-06-04T16:07:10.150330+00:00
370.562,372.562, Better and better with this,,2025-06-04T16:08:16.955305,Dmitriy Grankin,2025-06-04T16:07:10.150330+00:00,2025-06-04T16:07:12.150330+00:00
372.562,375.342," Yeah, so",,2025-06-04T16:08:26.970534,Dmitriy Grankin,2025-06-04T16:07:12.150330+00:00,2025-06-04T16:07:14.930330+00:00
373.342,375.342," Yeah, so",,2025-06-04T16:07:46.912012,Dmitriy Grankin,2025-06-04T16:07:12.930330+00:00,2025-06-04T16:07:14.930330+00:00
373.762,374.286, Yeah,,2025-06-04T16:07:46.912715,,2025-06-04T16:07:13.350330+00:00,2025-06-04T16:07:13.874330+00:00
376.002,379.182," Uh, well, you, you're.",,2025-06-04T16:08:26.969409,Dmitriy Grankin,2025-06-04T16:07:15.590330+00:00,2025-06-04T16:07:18.770330+00:00
379.182,380.102," Yeah, no, fascinating.",,2025-06-04T16:08:26.970315,,2025-06-04T16:07:18.770330+00:00,2025-06-04T16:07:19.690330+00:00
380.102,384.942," I mean, just the sales call, updating a CRM",,2025-06-04T16:08:26.969613,Danny Schaefer,2025-06-04T16:07:19.690330+00:00,2025-06-04T16:07:24.530330+00:00
384.942,387.782," with a sales call, kind of focusing on the main points,",,2025-06-04T16:08:36.979119,,2025-06-04T16:07:24.530330+00:00,2025-06-04T16:07:27.370330+00:00
387.782,388.822," you know, those kinds of things.",,2025-06-04T16:08:36.978186,,2025-06-04T16:07:27.370330+00:00,2025-06-04T16:07:28.410330+00:00
388.822,390.862," and then to our earlier conversation about the,",,2025-06-04T16:08:46.993017,,2025-06-04T16:07:28.410330+00:00,2025-06-04T16:07:30.450330+00:00
390.862,392.862, like distribution channels.,,2025-06-04T16:08:46.994322,Danny Schaefer,2025-06-04T16:07:30.450330+00:00,2025-06-04T16:07:32.450330+00:00
392.862,397.342, The HubSpot Marketplace is massive as a massive distribution,,2025-06-04T16:08:46.994472,Danny Schaefer,2025-06-04T16:07:32.450330+00:00,2025-06-04T16:07:36.930330+00:00
397.342,400.502, channel for sure.,,2025-06-04T16:08:46.994126,Danny Schaefer,2025-06-04T16:07:36.930330+00:00,2025-06-04T16:07:40.090330+00:00
400.502,408.502," marketplace. I even not touched this one, you know.",,2025-06-04T16:08:57.009744,Dmitriy Grankin,2025-06-04T16:07:40.090330+00:00,2025-06-04T16:07:48.090330+00:00
408.502,413.462," Yeah, and I'd say to find those voids, you know, in those various different marketplaces",,2025-06-04T16:08:57.009885,Danny Schaefer,2025-06-04T16:07:48.090330+00:00,2025-06-04T16:07:53.050330+00:00
413.462,414.462, They're huge.,,2025-06-04T16:08:57.009483,,2025-06-04T16:07:53.050330+00:00,2025-06-04T16:07:54.050330+00:00
414.462,417.102," Something else we saw, you're familiar with N8N.",,2025-06-04T16:09:07.019750,Danny Schaefer,2025-06-04T16:07:54.050330+00:00,2025-06-04T16:07:56.690330+00:00
417.102,422.102, to our last conversation is building custom end-to-end nodes.,,2025-06-04T16:09:17.026426,Danny Schaefer,2025-06-04T16:07:56.690330+00:00,2025-06-04T16:08:01.690330+00:00
422.102,424.102," Yeah, I've actually...",,2025-06-04T16:08:36.978415,Dmitriy Grankin,2025-06-04T16:08:01.690330+00:00,2025-06-04T16:08:03.690330+00:00
422.882,424.882," Yeah, I've actually built",,2025-06-04T16:09:17.026841,Dmitriy Grankin,2025-06-04T16:08:02.470330+00:00,2025-06-04T16:08:04.470330+00:00
424.882,426.882, the two notes,,2025-06-04T16:09:17.026699,Dmitriy Grankin,2025-06-04T16:08:04.470330+00:00,2025-06-04T16:08:06.470330+00:00
424.922,425.739, the truth,,2025-06-04T16:08:36.978551,Dmitriy Grankin,2025-06-04T16:08:04.510330+00:00,2025-06-04T16:08:05.327330+00:00
426.882,434.242," For work so one is to send the bot in other is to get the meeting transcript. Yep. Yeah, so",,2025-06-04T16:09:27.036000,Dmitriy Grankin,2025-06-04T16:08:06.470330+00:00,2025-06-04T16:08:13.830330+00:00
427.082,428.061, Correct. So what?,,2025-06-04T16:08:46.993253,Dmitriy Grankin,2025-06-04T16:08:06.670330+00:00,2025-06-04T16:08:07.649330+00:00
434.242,435.242, Thank you.,,2025-06-04T16:09:27.036210,Dmitriy Grankin,2025-06-04T16:08:13.830330+00:00,2025-06-04T16:08:14.830330+00:00
434.762,435.491, Ready? Yeah,,2025-06-04T16:08:46.993408,Danny Schaefer,2025-06-04T16:08:14.350330+00:00,2025-06-04T16:08:15.079330+00:00
435.242,435.77, Ready.,,2025-06-04T16:09:37.043541,Danny Schaefer,2025-06-04T16:08:14.830330+00:00,2025-06-04T16:08:15.358330+00:00
435.77,440.45, We just got the NNN local host deployed,,2025-06-04T16:09:37.042840,Danny Schaefer,2025-06-04T16:08:15.358330+00:00,2025-06-04T16:08:20.038330+00:00
436.242,435.77, Yeah.,,2025-06-04T16:08:46.993986,,2025-06-04T16:08:15.830330+00:00,2025-06-04T16:08:15.358330+00:00
440.45,442.25, on our AWS infrastructure.,,2025-06-04T16:09:37.043421,,2025-06-04T16:08:20.038330+00:00,2025-06-04T16:08:21.838330+00:00
442.25,446.21," So we're integrating that with laying chain, laying crap,",,2025-06-04T16:09:37.042655,Danny Schaefer,2025-06-04T16:08:21.838330+00:00,2025-06-04T16:08:25.798330+00:00
446.21,450.17, those types of tools and and getting ready to build some some pretty fun bots,,2025-06-04T16:09:47.052926,Danny Schaefer,2025-06-04T16:08:25.798330+00:00,2025-06-04T16:08:29.758330+00:00
450.17,457.21," so I can definitely see a component there for our various use cases, a lot of sales",,2025-06-04T16:09:47.053175,Danny Schaefer,2025-06-04T16:08:29.758330+00:00,2025-06-04T16:08:36.798330+00:00
457.21,463.49," agents, SDR agents, you know things like that. We're a HubSpot shop ourselves so I",,2025-06-04T16:09:57.060259,Danny Schaefer,2025-06-04T16:08:36.798330+00:00,2025-06-04T16:08:43.078330+00:00
463.49,465.89," I could see some good applications to that,",,2025-06-04T16:09:57.060118,Danny Schaefer,2025-06-04T16:08:43.078330+00:00,2025-06-04T16:08:45.478330+00:00
465.89,468.89," you know, even just for our own purposes as well.",,2025-06-04T16:09:57.059799,Danny Schaefer,2025-06-04T16:08:45.478330+00:00,2025-06-04T16:08:48.478330+00:00
468.89,471.27," as we're on these calls, you know, all day.",,2025-06-04T16:10:07.073397,Danny Schaefer,2025-06-04T16:08:48.478330+00:00,2025-06-04T16:08:50.858330+00:00
471.27,476.27, Did you get a chance to look at that partner channel agreement?,,2025-06-04T16:10:07.072999,Danny Schaefer,2025-06-04T16:08:50.858330+00:00,2025-06-04T16:08:55.858330+00:00
472.35,472.734, Yeah.,,2025-06-04T16:09:27.036802,,2025-06-04T16:08:51.938330+00:00,2025-06-04T16:08:52.322330+00:00
476.27,480.68, I probably missed it.,,2025-06-04T16:09:37.043650,Dmitriy Grankin,2025-06-04T16:08:55.858330+00:00,2025-06-04T16:09:00.268330+00:00
477.66,482.94," I probably missed it, to be honest with you.",,2025-06-04T16:10:07.073234,Dmitriy Grankin,2025-06-04T16:08:57.248330+00:00,2025-06-04T16:09:02.528330+00:00
482.94,483.94," Yeah, no worries.",,2025-06-04T16:10:17.079558,Danny Schaefer,2025-06-04T16:09:02.528330+00:00,2025-06-04T16:09:03.528330+00:00
483.94,485.06, from our last call.,,2025-06-04T16:10:17.079421,Danny Schaefer,2025-06-04T16:09:03.528330+00:00,2025-06-04T16:09:04.648330+00:00
485.06,493.33," Yeah, I remember we discussed that, but I probably just missed an email.",,2025-06-04T16:10:17.079163,Dmitriy Grankin,2025-06-04T16:09:04.648330+00:00,2025-06-04T16:09:12.918330+00:00
485.33,494.33," Yeah, I remember we discussed that, but I probably just missed an email.",,2025-06-04T16:09:47.052667,Dmitriy Grankin,2025-06-04T16:09:04.918330+00:00,2025-06-04T16:09:13.918330+00:00
493.6,495.6, Mm-hmm,,2025-06-04T16:10:27.085102,Danny Schaefer,2025-06-04T16:09:13.188330+00:00,2025-06-04T16:09:15.188330+00:00
495.6,498.64," Um, yeah, I'm really bad at emails",,2025-06-04T16:10:27.085241,Dmitriy Grankin,2025-06-04T16:09:15.188330+00:00,2025-06-04T16:09:18.228330+00:00
496.48,497.067, Yeah,,2025-06-04T16:09:47.053357,Dmitriy Grankin,2025-06-04T16:09:16.068330+00:00,2025-06-04T16:09:16.655330+00:00
498.64,502.84," No worries, no worries.",,2025-06-04T16:10:37.090541,Dmitriy Grankin,2025-06-04T16:09:18.228330+00:00,2025-06-04T16:09:22.428330+00:00
502.84,503.84," So yeah, take a look at that.",,2025-06-04T16:10:37.091041,,2025-06-04T16:09:22.428330+00:00,2025-06-04T16:09:23.428330+00:00
503.84,506.5, We've been finding some real good success,,2025-06-04T16:10:37.090418,,2025-06-04T16:09:23.428330+00:00,2025-06-04T16:09:26.088330+00:00
506.5,509.84, with our referral partner program as well.,,2025-06-04T16:10:37.091181,Danny Schaefer,2025-06-04T16:09:26.088330+00:00,2025-06-04T16:09:29.428330+00:00
509.84,514.04," So often times we've got unique technologies,",,2025-06-04T16:10:37.089808,Danny Schaefer,2025-06-04T16:09:29.428330+00:00,2025-06-04T16:09:33.628330+00:00
514.04,516.8," unique use cases, where there's a piece of it",,2025-06-04T16:10:47.096596,Danny Schaefer,2025-06-04T16:09:33.628330+00:00,2025-06-04T16:09:36.388330+00:00
516.8,519.64," that works for Vexa, but they need a bunch of other stuff,",,2025-06-04T16:10:47.096248,Danny Schaefer,2025-06-04T16:09:36.388330+00:00,2025-06-04T16:09:39.228330+00:00
519.64,521.84, you know uh... behind the scenes,,2025-06-04T16:10:47.096722,Danny Schaefer,2025-06-04T16:09:39.228330+00:00,2025-06-04T16:09:41.428330+00:00
521.84,528.52, So I'd say those are good deals we're getting pulled into to supplement other providers.,,2025-06-04T16:11:07.104592,Danny Schaefer,2025-06-04T16:09:41.428330+00:00,2025-06-04T16:09:48.108330+00:00
528.52,534.48, So those are fun for us and then adversely for you with the channel partner agreement,,2025-06-04T16:11:27.113396,Danny Schaefer,2025-06-04T16:09:48.108330+00:00,2025-06-04T16:09:54.068330+00:00
534.48,538.9," to, you know, contract other people that are just bringing you, you know, deals, bringing",,2025-06-04T16:11:27.113671,Danny Schaefer,2025-06-04T16:09:54.068330+00:00,2025-06-04T16:09:58.488330+00:00
538.9,541.06," and your businesses, what have you,",,2025-06-04T16:11:47.121980,Danny Schaefer,2025-06-04T16:09:58.488330+00:00,2025-06-04T16:10:00.648330+00:00
541.06,542.96," like those marketplace exchanges, right?",,2025-06-04T16:12:07.137139,,2025-06-04T16:10:00.648330+00:00,2025-06-04T16:10:02.548330+00:00
542.96,544.9, if you get listed on the Marketplace.,,2025-06-04T16:12:07.137909,Danny Schaefer,2025-06-04T16:10:02.548330+00:00,2025-06-04T16:10:04.488330+00:00
544.9,545.9, Yeah.,,2025-06-04T16:12:17.168617,,2025-06-04T16:10:04.488330+00:00,2025-06-04T16:10:05.488330+00:00
545.9,550.98, advantage for each solution you fill.,,2025-06-04T16:12:17.168776,Danny Schaefer,2025-06-04T16:10:05.488330+00:00,2025-06-04T16:10:10.568330+00:00
550.98,551.98, Okay.,,2025-06-04T16:12:27.182428,Dmitriy Grankin,2025-06-04T16:10:10.568330+00:00,2025-06-04T16:10:11.568330+00:00
551.98,555.02, Can you give me a hint how to find this one?,,2025-06-04T16:12:27.181997,Dmitriy Grankin,2025-06-04T16:10:11.568330+00:00,2025-06-04T16:10:14.608330+00:00
555.02,564.7," Yeah, it should just be from danny.shafer at ampoolabs.com.",,2025-06-04T16:12:27.182271,Danny Schaefer,2025-06-04T16:10:14.608330+00:00,2025-06-04T16:10:24.288330+00:00
556.54,556.971, Yes,,2025-06-04T16:10:47.096445,Danny Schaefer,2025-06-04T16:10:16.128330+00:00,2025-06-04T16:10:16.559330+00:00
572.853,584.243," Yeah, so it was Wednesday, May 14th, last we spoke.",,2025-06-04T16:12:37.189553,Dmitriy Grankin,2025-06-04T16:10:32.441330+00:00,2025-06-04T16:10:43.831330+00:00
